intervention_id,name,itype,source,organism,lifespan_effect_pct,linked_gene_ids,url,n_experiments
DRUGAGE:tannic_acid:drosophila_melanogaster,Tannic acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tartaric_acid:drosophila_melanogaster,Tartaric acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tartrate:mytilina_brevispina,Tartrate,drug,DrugAge,Mytilina brevispina,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:taurine:caenorhabditis_elegans,Taurine,drug,DrugAge,Caenorhabditis elegans,6.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:taurine:drosophila_melanogaster,Taurine,drug,DrugAge,Drosophila melanogaster,-14.29,,https://genomics.senescence.info/drugs/,4
DRUGAGE:taurine:mus_musculus,Taurine,drug,DrugAge,Mus musculus,10.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:taxifolin:caenorhabditis_elegans,Taxifolin,drug,DrugAge,Caenorhabditis elegans,51.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tectochrysin:caenorhabditis_elegans,Tectochrysin,drug,DrugAge,Caenorhabditis elegans,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:terreic_acid:saccharomyces_cerevisiae,Terreic acid,drug,DrugAge,Saccharomyces cerevisiae,15.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tert_butyl_hydroperoxide:drosophila_melanogaster,Tert-butyl hydroperoxide,drug,DrugAge,Drosophila melanogaster,17.85,,https://genomics.senescence.info/drugs/,10
DRUGAGE:tetracaine:drosophila_melanogaster,Tetracaine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tetracaine_hcl:caenorhabditis_elegans,Tetracaine HCl,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tetracycline_hcl:caenorhabditis_elegans,Tetracycline HCL,drug,DrugAge,Caenorhabditis elegans,10.45,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tetracycline_hcl:drosophila_melanogaster,Tetracycline HCL,drug,DrugAge,Drosophila melanogaster,5.23,,https://genomics.senescence.info/drugs/,4
DRUGAGE:tetraethylammonium_chloride:caenorhabditis_elegans,Tetraethylammonium chloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tetrahydrocurcumin:mus_musculus,Tetrahydrocurcumin,drug,DrugAge,Mus musculus,11.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tetramethylpyrazine:caenorhabditis_elegans,Tetramethylpyrazine,drug,DrugAge,Caenorhabditis elegans,-3.82,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tetramethylpyrazine:drosophila_melanogaster,Tetramethylpyrazine,drug,DrugAge,Drosophila melanogaster,5.67,,https://genomics.senescence.info/drugs/,2
DRUGAGE:thapsigargin:caenorhabditis_elegans,Thapsigargin,drug,DrugAge,Caenorhabditis elegans,8.55,,https://genomics.senescence.info/drugs/,2
DRUGAGE:theobromine:caenorhabditis_elegans,Theobromine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:theophylline:caenorhabditis_elegans,Theophylline,drug,DrugAge,Caenorhabditis elegans,21.185,,https://genomics.senescence.info/drugs/,2
DRUGAGE:thiazolidine_carboxylic_acid:drosophila_melanogaster,Thiazolidine carboxylic acid,drug,DrugAge,Drosophila melanogaster,31.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:thioflavin_t:caenorhabditis_briggsae,Thioflavin T,drug,DrugAge,Caenorhabditis briggsae,10.53,,https://genomics.senescence.info/drugs/,1
DRUGAGE:thioflavin_t:caenorhabditis_elegans,Thioflavin T,drug,DrugAge,Caenorhabditis elegans,60.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:thioridazine_hydrochloride:caenorhabditis_elegans,Thioridazine hydrochloride,drug,DrugAge,Caenorhabditis elegans,31.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:thioridazine_hydrochloride:drosophila_melanogaster,Thioridazine hydrochloride,drug,DrugAge,Drosophila melanogaster,16.16,,https://genomics.senescence.info/drugs/,3
DRUGAGE:thiostrepton:caenorhabditis_elegans,Thiostrepton,drug,DrugAge,Caenorhabditis elegans,-7.42,,https://genomics.senescence.info/drugs/,2
DRUGAGE:thiostrepton:drosophila_melanogaster,Thiostrepton,drug,DrugAge,Drosophila melanogaster,-12.13,,https://genomics.senescence.info/drugs/,1
DRUGAGE:threonine:caenorhabditis_elegans,Threonine,drug,DrugAge,Caenorhabditis elegans,4.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:thymidine:caenorhabditis_elegans,Thymidine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:thymine:caenorhabditis_elegans,Thymine,drug,DrugAge,Caenorhabditis elegans,15.23,,https://genomics.senescence.info/drugs/,4
DRUGAGE:thymus_extract:mus_musculus,Thymus extract,drug,DrugAge,Mus musculus,28.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:thyroxin:rattus_norvegicus,Thyroxin,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,6
DRUGAGE:tiapride_hydrochloride:caenorhabditis_elegans,Tiapride Hydrochloride,drug,DrugAge,Caenorhabditis elegans,-6.63,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tiapride_hydrochloride:drosophila_melanogaster,Tiapride Hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tiliroside:drosophila_melanogaster,Tiliroside,drug,DrugAge,Drosophila melanogaster,15.56,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tinospora_cordifolia_extract:drosophila_melanogaster,Tinospora cordifolia extract,drug,DrugAge,Drosophila melanogaster,155.65,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tocotrienol:caenorhabditis_elegans,Tocotrienol,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,6
DRUGAGE:tomatidine:caenorhabditis_elegans,Tomatidine,drug,DrugAge,Caenorhabditis elegans,7.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:torin_1:drosophila_melanogaster,Torin 1,drug,DrugAge,Drosophila melanogaster,36.36,,https://genomics.senescence.info/drugs/,5
DRUGAGE:trametinib:drosophila_melanogaster,Trametinib,drug,DrugAge,Drosophila melanogaster,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trehalose:caenorhabditis_elegans,Trehalose,drug,DrugAge,Caenorhabditis elegans,32.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trequinsin_hydrochloride:caenorhabditis_elegans,Trequinsin hydrochloride,drug,DrugAge,Caenorhabditis elegans,27.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trichostatin_a:caenorhabditis_elegans,Trichostatin A,drug,DrugAge,Caenorhabditis elegans,22.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trichostatin_a:drosophila_melanogaster,Trichostatin A,drug,DrugAge,Drosophila melanogaster,25.3,,https://genomics.senescence.info/drugs/,3
DRUGAGE:trielaidin:caenorhabditis_elegans,Trielaidin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trifluoperazine_hcl:drosophila_melanogaster,Trifluoperazine-HCl,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:triflupromazine_hydrochloride:caenorhabditis_elegans,Triflupromazine hydrochloride,drug,DrugAge,Caenorhabditis elegans,-30.585,,https://genomics.senescence.info/drugs/,2
DRUGAGE:triflupromazine_hydrochloride:drosophila_melanogaster,Triflupromazine hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:triiodothyronine:caenorhabditis_elegans,Triiodothyronine,drug,DrugAge,Caenorhabditis elegans,14.29,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trilobatin:caenorhabditis_elegans,Trilobatin,drug,DrugAge,Caenorhabditis elegans,11.7,,https://genomics.senescence.info/drugs/,3
DRUGAGE:trimethadione:caenorhabditis_elegans,Trimethadione,drug,DrugAge,Caenorhabditis elegans,40.0,,https://genomics.senescence.info/drugs/,6
DRUGAGE:trimethobenzamine_hcl:drosophila_melanogaster,Trimethobenzamine-HCL,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:triolein:caenorhabditis_elegans,Triolein,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tripelennamine_hcl:drosophila_melanogaster,Tripelennamine HCl,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:triptolide:caenorhabditis_elegans,Triptolide,drug,DrugAge,Caenorhabditis elegans,20.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trolox:caenorhabditis_elegans,Trolox,drug,DrugAge,Caenorhabditis elegans,31.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tryptophan:caenorhabditis_elegans,Tryptophan,drug,DrugAge,Caenorhabditis elegans,9.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:tryptophan:drosophila_melanogaster,Tryptophan,drug,DrugAge,Drosophila melanogaster,-3.93,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tryptophen:caenorhabditis_elegans,Tryptophen,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:turmeric_extract:drosophila_melanogaster,Turmeric extract,drug,DrugAge,Drosophila melanogaster,17.6,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tyrosine:caenorhabditis_elegans,Tyrosine,drug,DrugAge,Caenorhabditis elegans,7.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tyrosine_alanine_dipeptide:caenorhabditis_elegans,Tyrosine-Alanine Dipeptide,drug,DrugAge,Caenorhabditis elegans,11.4,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tyrosol:caenorhabditis_elegans,Tyrosol,drug,DrugAge,Caenorhabditis elegans,19.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tyrphostin_1:drosophila_melanogaster,Tyrphostin 1,drug,DrugAge,Drosophila melanogaster,19.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tyrphostin_9:drosophila_melanogaster,Tyrphostin 9,drug,DrugAge,Drosophila melanogaster,17.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tyrphostin_ag_1295:drosophila_melanogaster,Tyrphostin AG 1295,drug,DrugAge,Drosophila melanogaster,22.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tyrphostin_ag_1478:caenorhabditis_elegans,Tyrphostin AG 1478,drug,DrugAge,Caenorhabditis elegans,11.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tyrphostin_ag_1478:drosophila_melanogaster,Tyrphostin AG 1478,drug,DrugAge,Drosophila melanogaster,19.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:urb597:caenorhabditis_elegans,URB597,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:uracil:caenorhabditis_elegans,Uracil,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:uric_acid:caenorhabditis_elegans,Uric acid,drug,DrugAge,Caenorhabditis elegans,1.98,,https://genomics.senescence.info/drugs/,2
DRUGAGE:urolithin_a:caenorhabditis_elegans,Urolithin A,drug,DrugAge,Caenorhabditis elegans,39.1,,https://genomics.senescence.info/drugs/,6
DRUGAGE:urolithin_b:caenorhabditis_elegans,Urolithin B,drug,DrugAge,Caenorhabditis elegans,36.6,,https://genomics.senescence.info/drugs/,2
DRUGAGE:urolithin_c:caenorhabditis_elegans,Urolithin C,drug,DrugAge,Caenorhabditis elegans,36.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:urolithin_d:caenorhabditis_elegans,Urolithin D,drug,DrugAge,Caenorhabditis elegans,19.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ursodeoxycholic_acid:mus_musculus,Ursodeoxycholic acid,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ursolic__acid:caenorhabditis_elegans,Ursolic  acid,drug,DrugAge,Caenorhabditis elegans,31.89,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ursolic__acid:drosophila_melanogaster,Ursolic  acid,drug,DrugAge,Drosophila melanogaster,12.78,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ursolic__acid:mus_musculus,Ursolic  acid,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:vaccinium_angustifolium_extract:caenorhabditis_elegans,Vaccinium angustifolium extract,drug,DrugAge,Caenorhabditis elegans,37.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:valine:caenorhabditis_elegans,Valine,drug,DrugAge,Caenorhabditis elegans,3.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:valproic_acid:caenorhabditis_elegans,Valproic acid,drug,DrugAge,Caenorhabditis elegans,24.12,,https://genomics.senescence.info/drugs/,2
DRUGAGE:vanadyl_sulfate:mus_musculus,Vanadyl sulfate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:verapamil:caenorhabditis_elegans,Verapamil,drug,DrugAge,Caenorhabditis elegans,18.65,,https://genomics.senescence.info/drugs/,1
DRUGAGE:verminoside:caenorhabditis_elegans,Verminoside,drug,DrugAge,Caenorhabditis elegans,9.8,,https://genomics.senescence.info/drugs/,3
DRUGAGE:vigconic_28:mus_musculus,Vigconic 28,drug,DrugAge,Mus musculus,14.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:vinblastine_sulfate:drosophila_melanogaster,Vinblastine Sulfate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:vincristine_sulfate:caenorhabditis_elegans,Vincristine sulfate,drug,DrugAge,Caenorhabditis elegans,3.84,,https://genomics.senescence.info/drugs/,3
DRUGAGE:vincristine_sulfate:drosophila_melanogaster,Vincristine sulfate,drug,DrugAge,Drosophila melanogaster,-8.36,,https://genomics.senescence.info/drugs/,3
DRUGAGE:vinpocetine:caenorhabditis_elegans,Vinpocetine,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:viramune:caenorhabditis_elegans,Viramune,drug,DrugAge,Caenorhabditis elegans,-5.46,,https://genomics.senescence.info/drugs/,2
DRUGAGE:vitamin_a_palmitate:drosophila_melanogaster,Vitamin A palmitate,drug,DrugAge,Drosophila melanogaster,10.7,,https://genomics.senescence.info/drugs/,6
DRUGAGE:vitamin_d3:caenorhabditis_elegans,Vitamin D3,drug,DrugAge,Caenorhabditis elegans,23.29,,https://genomics.senescence.info/drugs/,5
DRUGAGE:vitamin_e:asplanchna_brightwelli,Vitamin E,drug,DrugAge,Asplanchna brightwelli,21.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:vitamin_e:caenorhabditis_elegans,Vitamin E,drug,DrugAge,Caenorhabditis elegans,17.0,,https://genomics.senescence.info/drugs/,9
DRUGAGE:vitamin_e:drosophila_melanogaster,Vitamin E,drug,DrugAge,Drosophila melanogaster,8.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:vitamin_e:musca_domestica,Vitamin E,drug,DrugAge,Musca domestica,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:vitamin_e:paramecium_tetraurelia,Vitamin E,drug,DrugAge,Paramecium tetraurelia,49.51,,https://genomics.senescence.info/drugs/,5
DRUGAGE:vitamin_e:philodina_acuticornis,Vitamin E,drug,DrugAge,Philodina acuticornis,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:vitamin_e:zaprionus_paravittiger,Vitamin E,drug,DrugAge,Zaprionus paravittiger,3.125,,https://genomics.senescence.info/drugs/,10
DRUGAGE:vitexin:caenorhabditis_elegans,Vitexin,drug,DrugAge,Caenorhabditis elegans,12.6,,https://genomics.senescence.info/drugs/,2
DRUGAGE:vortioxetine:caenorhabditis_elegans,Vortioxetine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:vortioxetine:drosophila_melanogaster,Vortioxetine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:withaferin_a:drosophila_melanogaster,Withaferin A,drug,DrugAge,Drosophila melanogaster,8.65,,https://genomics.senescence.info/drugs/,2
DRUGAGE:withanolide_a:caenorhabditis_elegans,Withanolide A,drug,DrugAge,Caenorhabditis elegans,13.3,,https://genomics.senescence.info/drugs/,4
DRUGAGE:wortmannin:caenorhabditis_elegans,Wortmannin,drug,DrugAge,Caenorhabditis elegans,4.34,,https://genomics.senescence.info/drugs/,3
DRUGAGE:wortmannin:drosophila_melanogaster,Wortmannin,drug,DrugAge,Drosophila melanogaster,5.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:x203__anti_il_11:mus_musculus,X203 (anti-IL-11),drug,DrugAge,Mus musculus,23.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:xanthine:caenorhabditis_elegans,Xanthine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:xanthine:drosophila_melanogaster,Xanthine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:xanthohumol:drosophila_melanogaster,Xanthohumol,drug,DrugAge,Drosophila melanogaster,10.41,,https://genomics.senescence.info/drugs/,2
DRUGAGE:xylose:caenorhabditis_elegans,Xylose,drug,DrugAge,Caenorhabditis elegans,6.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:zd7114:drosophila_melanogaster,ZD7114,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:zd7114_hydrochloride:caenorhabditis_elegans,ZD7114 hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:zearalenone:caenorhabditis_elegans,Zearalenone,drug,DrugAge,Caenorhabditis elegans,-19.05,,https://genomics.senescence.info/drugs/,2
DRUGAGE:zinc_sulfate:caenorhabditis_elegans,Zinc Sulfate,drug,DrugAge,Caenorhabditis elegans,-14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:zinc_acetate:drosophila_melanogaster,Zinc acetate,drug,DrugAge,Drosophila melanogaster,-9.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:ziprasidone_hcl:drosophila_melanogaster,Ziprasidone HCl,drug,DrugAge,Drosophila melanogaster,-3.65,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ziprasidone_hydrochloride_monohydrate:caenorhabditis_elegans,Ziprasidone hydrochloride monohydrate,drug,DrugAge,Caenorhabditis elegans,-14.335,,https://genomics.senescence.info/drugs/,2
DRUGAGE:zomepirac_sodium:caenorhabditis_elegans,Zomepirac sodium,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:cis_vaccenic_acid:caenorhabditis_elegans,cis-vaccenic acid,drug,DrugAge,Caenorhabditis elegans,13.06,,https://genomics.senescence.info/drugs/,1
DRUGAGE:cis_zeatin:caenorhabditis_elegans,cis-zeatin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:dihydrozeatin:caenorhabditis_elegans,dihydrozeatin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:magnesium_l_thiazolidine_4_carboxylate:drosophila_melanogaster,magnesium L-thiazolidine-4-carboxylate,drug,DrugAge,Drosophila melanogaster,16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ortho_topolin:caenorhabditis_elegans,ortho-topolin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:p_coumaric_acid:aedes_albopictus,p-coumaric acid,drug,DrugAge,Aedes albopictus,20.38,,https://genomics.senescence.info/drugs/,3
DRUGAGE:p_fluorophenylalanine:drosophila_melanogaster,p-fluorophenylalanine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:p_fluorophenylalanine:mus_musculus,p-fluorophenylalanine,drug,DrugAge,Mus musculus,-14.5,,https://genomics.senescence.info/drugs/,12
DRUGAGE:para_topolin:caenorhabditis_elegans,para-topolin,drug,DrugAge,Caenorhabditis elegans,8.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phenylethanoid_glycosides:caenorhabditis_elegans,phenylethanoid glycosides,drug,DrugAge,Caenorhabditis elegans,15.98,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_l_thiazolidine_4_carboxylate:drosophila_melanogaster,sodium L-thiazolidine-4-carboxylate,drug,DrugAge,Drosophila melanogaster,8.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trans_2_40_5_trihydroxystilbene:caenorhabditis_elegans,"trans-2,40,5-trihydroxystilbene",drug,DrugAge,Caenorhabditis elegans,6.44,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trans_3_5_dimethoxy_4_fluoro_4__hydroxystilbene:caenorhabditis_elegans,"trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene",drug,DrugAge,Caenorhabditis elegans,3.63,,https://genomics.senescence.info/drugs/,1
DRUGAGE:trans_zeatin:caenorhabditis_elegans,trans-zeatin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
GENDR:dietary_restriction:caenorhabditis_elegans,dietary restriction,dietary,GenDR,Caenorhabditis elegans,,ENSG00000175567,https://genomics.senescence.info/diet/,62
GENDR:dietary_restriction:drosophila_melanogaster,dietary restriction,dietary,GenDR,Drosophila melanogaster,,ENSG00000160200,https://genomics.senescence.info/diet/,27
GENDR:dietary_restriction:mus_musculus,dietary restriction,dietary,GenDR,Mus musculus,,ENSG00000096717|ENSG00000112964|ENSG00000118689|ENSG00000124253|ENSG00000173175|ENSG00000175325|ENSMUSG00000029819,https://genomics.senescence.info/diet/,7
GENDR:dietary_restriction:saccharomyces_cerevisiae,dietary restriction,dietary,GenDR,Saccharomyces cerevisiae,,ENSG00000014641|ENSG00000124253|ENSG00000142168|ENSG00000152348|ENSG00000162735|ENSG00000197548|ENSG00000291237|ENSMUSG00000038160,https://genomics.senescence.info/diet/,112
