intervention_id,name,itype,source,organism,lifespan_effect_pct,linked_gene_ids,url,n_experiments
DRUGAGE:propionylpromazine_hydrochloride:caenorhabditis_elegans,Propionylpromazine hydrochloride,drug,DrugAge,Caenorhabditis elegans,20.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:propyl_gallate:caenorhabditis_briggsae,Propyl gallate,drug,DrugAge,Caenorhabditis briggsae,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:propyl_gallate:caenorhabditis_elegans,Propyl gallate,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:propyl_gallate:zaprionus_paravittiger,Propyl gallate,drug,DrugAge,Zaprionus paravittiger,11.9,,https://genomics.senescence.info/drugs/,2
DRUGAGE:protandim:mus_musculus,Protandim,drug,ITP,Mus musculus,5.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:protocatechuic_acid:caenorhabditis_elegans,Protocatechuic acid,drug,DrugAge,Caenorhabditis elegans,30.95,,https://genomics.senescence.info/drugs/,2
DRUGAGE:prunetin:drosophila_melanogaster,Prunetin,drug,DrugAge,Drosophila melanogaster,5.19,,https://genomics.senescence.info/drugs/,1
DRUGAGE:psora_4:caenorhabditis_elegans,Psora-4,drug,DrugAge,Caenorhabditis elegans,37.425,,https://genomics.senescence.info/drugs/,2
DRUGAGE:psoralea_corylifolia_extract:caenorhabditis_elegans,Psoralea corylifolia extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pterostilbene:caenorhabditis_elegans,Pterostilbene,drug,DrugAge,Caenorhabditis elegans,-33.99,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pterostilbene:drosophila_melanogaster,Pterostilbene,drug,DrugAge,Drosophila melanogaster,-1.83,,https://genomics.senescence.info/drugs/,2
DRUGAGE:puer_tea_extract:caenorhabditis_elegans,Puer tea extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:purple_sweet_potato_extract:drosophila_melanogaster,Purple sweet potato extract,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:putrescine:caenorhabditis_elegans,Putrescine,drug,DrugAge,Caenorhabditis elegans,-1.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:putrescine:mus_musculus,Putrescine,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pyridoxine:drosophila_melanogaster,Pyridoxine,drug,DrugAge,Drosophila melanogaster,10.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pyrrolidine_dithiocarbamate:drosophila_melanogaster,Pyrrolidine dithiocarbamate,drug,DrugAge,Drosophila melanogaster,13.5,,https://genomics.senescence.info/drugs/,4
DRUGAGE:pyrroloquinoline_quinone:caenorhabditis_elegans,Pyrroloquinoline quinone,drug,DrugAge,Caenorhabditis elegans,25.0,,https://genomics.senescence.info/drugs/,7
DRUGAGE:pyruvate:caenorhabditis_elegans,Pyruvate,drug,DrugAge,Caenorhabditis elegans,-0.09,,https://genomics.senescence.info/drugs/,2
DRUGAGE:q3_g:caenorhabditis_elegans,Q3'G,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:q3m:caenorhabditis_elegans,Q3M,drug,DrugAge,Caenorhabditis elegans,20.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:quercetin:aedes_aegypti,Quercetin,drug,DrugAge,Aedes aegypti,44.925,,https://genomics.senescence.info/drugs/,2
DRUGAGE:quercetin:aedes_albopictus,Quercetin,drug,DrugAge,Aedes albopictus,20.53,,https://genomics.senescence.info/drugs/,3
DRUGAGE:quercetin:caenorhabditis_elegans,Quercetin,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,21
DRUGAGE:quercetin:drosophila_melanogaster,Quercetin,drug,DrugAge,Drosophila melanogaster,-4.82,,https://genomics.senescence.info/drugs/,8
DRUGAGE:quercetin:mus_musculus,Quercetin,drug,DrugAge,Mus musculus,-14.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:quercetin:podospora_anserina,Quercetin,drug,DrugAge,Podospora anserina,10.2,,https://genomics.senescence.info/drugs/,1
DRUGAGE:quercetin_dihydrate:drosophila_melanogaster,Quercetin dihydrate,drug,DrugAge,Drosophila melanogaster,23.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:quinic_acid:caenorhabditis_elegans,Quinic acid,drug,DrugAge,Caenorhabditis elegans,5.05,,https://genomics.senescence.info/drugs/,4
DRUGAGE:quinidine_sulfate:caenorhabditis_elegans,Quinidine sulfate,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:r____sch_23390_hydrochloride:caenorhabditis_elegans,R(+)-SCH-23390 hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:rapamycin:caenorhabditis_elegans,Rapamycin,drug,DrugAge,Caenorhabditis elegans,19.8,,https://genomics.senescence.info/drugs/,8
DRUGAGE:rapamycin:drosophila_melanogaster,Rapamycin,drug,DrugAge,Drosophila melanogaster,14.675,,https://genomics.senescence.info/drugs/,5
DRUGAGE:rapamycin:mus_musculus,Rapamycin,drug,ITP,Mus musculus,13.0,,https://genomics.senescence.info/drugs/,24
DRUGAGE:rasayana_diet:drosophila_melanogaster,Rasayana diet,drug,DrugAge,Drosophila melanogaster,53.05,,https://genomics.senescence.info/drugs/,2
DRUGAGE:raspberry_extract:caenorhabditis_elegans,Raspberry extract,drug,DrugAge,Caenorhabditis elegans,22.9,,https://genomics.senescence.info/drugs/,3
DRUGAGE:rebaudioside_a:caenorhabditis_elegans,Rebaudioside A,drug,DrugAge,Caenorhabditis elegans,17.65,,https://genomics.senescence.info/drugs/,1
DRUGAGE:reishi_extract:caenorhabditis_elegans,Reishi extract,drug,DrugAge,Caenorhabditis elegans,35.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:reserpine:caenorhabditis_elegans,Reserpine,drug,DrugAge,Caenorhabditis elegans,30.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:resveratrol:aedes_aegypti,Resveratrol,drug,DrugAge,Aedes aegypti,51.295,,https://genomics.senescence.info/drugs/,2
DRUGAGE:resveratrol:anastrepha_ludens,Resveratrol,drug,DrugAge,Anastrepha ludens,-4.85,,https://genomics.senescence.info/drugs/,24
DRUGAGE:resveratrol:anopheles_stephensi,Resveratrol,drug,DrugAge,Anopheles stephensi,-5.74,,https://genomics.senescence.info/drugs/,3
DRUGAGE:resveratrol:apis_mellifera,Resveratrol,drug,DrugAge,Apis mellifera,38.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:resveratrol:caenorhabditis_briggsae,Resveratrol,drug,DrugAge,Caenorhabditis briggsae,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:resveratrol:caenorhabditis_elegans,Resveratrol,drug,DrugAge,Caenorhabditis elegans,13.15,,https://genomics.senescence.info/drugs/,31
DRUGAGE:resveratrol:daphnia_pulex,Resveratrol,drug,DrugAge,Daphnia pulex,-32.3,,https://genomics.senescence.info/drugs/,4
DRUGAGE:resveratrol:drosophila_melanogaster,Resveratrol,drug,DrugAge,Drosophila melanogaster,-3.4,,https://genomics.senescence.info/drugs/,76
DRUGAGE:resveratrol:mus_musculus,Resveratrol,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,6
DRUGAGE:resveratrol:nothobranchius_furzeri,Resveratrol,drug,DrugAge,Nothobranchius furzeri,56.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:resveratrol:nothobranchius_guentheri,Resveratrol,drug,DrugAge,Nothobranchius guentheri,19.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:resveratrol:saccharomyces_cerevisiae,Resveratrol,drug,DrugAge,Saccharomyces cerevisiae,33.9,,https://genomics.senescence.info/drugs/,15
DRUGAGE:rhodiola_rosea_extract:bombyx_mori,Rhodiola rosea extract,drug,DrugAge,Bombyx mori,2.1,,https://genomics.senescence.info/drugs/,2
DRUGAGE:rhodiola_rosea_extract:caenorhabditis_elegans,Rhodiola rosea extract,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:rhodiola_rosea_extract:drosophila_melanogaster,Rhodiola rosea extract,drug,DrugAge,Drosophila melanogaster,14.15,,https://genomics.senescence.info/drugs/,16
DRUGAGE:ribes_fasciculatum_extract:caenorhabditis_elegans,Ribes fasciculatum extract,drug,DrugAge,Caenorhabditis elegans,13.7,,https://genomics.senescence.info/drugs/,2
DRUGAGE:riboflavin:drosophila_melanogaster,Riboflavin,drug,DrugAge,Drosophila melanogaster,7.1,,https://genomics.senescence.info/drugs/,4
DRUGAGE:ribose:caenorhabditis_elegans,Ribose,drug,DrugAge,Caenorhabditis elegans,9.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:rifampicin:caenorhabditis_elegans,Rifampicin,drug,DrugAge,Caenorhabditis elegans,45.3,,https://genomics.senescence.info/drugs/,11
DRUGAGE:rifampicin:drosophila_melanogaster,Rifampicin,drug,DrugAge,Drosophila melanogaster,10.6,,https://genomics.senescence.info/drugs/,1
DRUGAGE:rifamycin_sv:caenorhabditis_elegans,Rifamycin SV,drug,DrugAge,Caenorhabditis elegans,20.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ritodrine_hydrochloride:caenorhabditis_elegans,Ritodrine hydrochloride,drug,DrugAge,Caenorhabditis elegans,-4.95,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ritodrine_hydrochloride:drosophila_melanogaster,Ritodrine hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:rizatriptan_benzoate:caenorhabditis_elegans,Rizatriptan Benzoate,drug,DrugAge,Caenorhabditis elegans,-11.71,,https://genomics.senescence.info/drugs/,2
DRUGAGE:rizatriptan_benzoate:drosophila_melanogaster,Rizatriptan Benzoate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:rosa_damascena_extract:drosophila_melanogaster,Rosa damascena extract,drug,DrugAge,Drosophila melanogaster,22.4,,https://genomics.senescence.info/drugs/,4
DRUGAGE:rosmarinic_acid:caenorhabditis_elegans,Rosmarinic acid,drug,DrugAge,Caenorhabditis elegans,44.66,,https://genomics.senescence.info/drugs/,4
DRUGAGE:rotenone:caenorhabditis_elegans,Rotenone,drug,DrugAge,Caenorhabditis elegans,-6.785,,https://genomics.senescence.info/drugs/,3
DRUGAGE:rotenone:drosophila_melanogaster,Rotenone,drug,DrugAge,Drosophila melanogaster,-12.885,,https://genomics.senescence.info/drugs/,2
DRUGAGE:rotenone:nothobranchius_furzeri,Rotenone,drug,DrugAge,Nothobranchius furzeri,-5.995,,https://genomics.senescence.info/drugs/,2
DRUGAGE:rotenone_ii:caenorhabditis_elegans,Rotenone II,drug,DrugAge,Caenorhabditis elegans,-33.395,,https://genomics.senescence.info/drugs/,2
DRUGAGE:royal_jelly:caenorhabditis_elegans,Royal Jelly,drug,DrugAge,Caenorhabditis elegans,18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:royal_jelly:drosophila_melanogaster,Royal Jelly,drug,DrugAge,Drosophila melanogaster,10.695,,https://genomics.senescence.info/drugs/,4
DRUGAGE:royal_jelly:mus_musculus,Royal Jelly,drug,DrugAge,Mus musculus,25.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:royalactin:caenorhabditis_elegans,Royalactin,drug,DrugAge,Caenorhabditis elegans,29.1,,https://genomics.senescence.info/drugs/,3
DRUGAGE:rutin:drosophila_melanogaster,Rutin,drug,DrugAge,Drosophila melanogaster,1.835,,https://genomics.senescence.info/drugs/,8
DRUGAGE:s_s_trolox_carnosine:drosophila_melanogaster,"S,S-trolox-carnosine",drug,DrugAge,Drosophila melanogaster,26.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:s_allylmercapto_n_acetylcysteine:caenorhabditis_elegans,S-allylmercapto-N-acetylcysteine,drug,DrugAge,Caenorhabditis elegans,14.24,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sb203580:drosophila_melanogaster,SB203580,drug,DrugAge,Drosophila melanogaster,30.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sc_560:drosophila_melanogaster,SC-560,drug,DrugAge,Drosophila melanogaster,-6.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sch23390:drosophila_melanogaster,SCH23390,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sg1002__hydrogen_sulfide_donor:mus_musculus,SG1002 (hydrogen sulfide donor),drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:skf83959:drosophila_melanogaster,SKF83959,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:skf83959_hydrobromide:caenorhabditis_elegans,SKF83959 hydrobromide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:skf95282:drosophila_melanogaster,SKF95282,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:skf95282_dimaleate:caenorhabditis_elegans,SKF95282 dimaleate,drug,DrugAge,Caenorhabditis elegans,10.15,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sp600125:drosophila_melanogaster,SP600125,drug,DrugAge,Drosophila melanogaster,23.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sqdb:caenorhabditis_elegans,SQDB,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sr27897:caenorhabditis_elegans,SR27897,drug,DrugAge,Caenorhabditis elegans,-9.03,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sr27897:drosophila_melanogaster,SR27897,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:srt1720__sirt1_activator:mus_musculus,SRT1720 (SIRT1 activator),drug,DrugAge,Mus musculus,9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:stx64:caenorhabditis_elegans,STX64,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:su_4312:caenorhabditis_elegans,SU 4312,drug,DrugAge,Caenorhabditis elegans,5.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:salicylamide:drosophila_melanogaster,Salicylamide,drug,DrugAge,Drosophila melanogaster,44.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:salicylamine:caenorhabditis_elegans,Salicylamine,drug,DrugAge,Caenorhabditis elegans,44.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:salicylic_acid:caenorhabditis_elegans,Salicylic acid,drug,DrugAge,Caenorhabditis elegans,13.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:salicylic_acid:drosophila_melanogaster,Salicylic acid,drug,DrugAge,Drosophila melanogaster,-13.2,,https://genomics.senescence.info/drugs/,2
DRUGAGE:salsalate:caenorhabditis_elegans,Salsalate,drug,DrugAge,Caenorhabditis elegans,-5.395,,https://genomics.senescence.info/drugs/,2
DRUGAGE:salsalate:drosophila_melanogaster,Salsalate,drug,DrugAge,Drosophila melanogaster,6.76,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sandalwood_oil:caenorhabditis_elegans,Sandalwood oil,drug,DrugAge,Caenorhabditis elegans,21.73,,https://genomics.senescence.info/drugs/,6
DRUGAGE:sappanone_a:caenorhabditis_elegans,Sappanone A,drug,DrugAge,Caenorhabditis elegans,15.835,,https://genomics.senescence.info/drugs/,3
DRUGAGE:scopolamine_n_butylbromide:caenorhabditis_elegans,Scopolamine N-butylbromide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:scopolaminenbutylbromide:drosophila_melanogaster,ScopolamineNbutylbromide,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:scriptaid:drosophila_melanogaster,Scriptaid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:scutellarein:caenorhabditis_elegans,Scutellarein,drug,DrugAge,Caenorhabditis elegans,-7.13,,https://genomics.senescence.info/drugs/,3
DRUGAGE:secoisolariciresinol_diglucoside:caenorhabditis_elegans,Secoisolariciresinol Diglucoside,drug,DrugAge,Caenorhabditis elegans,16.36,,https://genomics.senescence.info/drugs/,3
DRUGAGE:selenocysteine:caenorhabditis_elegans,Selenocysteine,drug,DrugAge,Caenorhabditis elegans,24.16,,https://genomics.senescence.info/drugs/,5
DRUGAGE:selenomethionine:saccharomyces_cerevisiae,Selenomethionine,drug,DrugAge,Saccharomyces cerevisiae,30.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:serine:caenorhabditis_elegans,Serine,drug,DrugAge,Caenorhabditis elegans,18.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:sesame_extract:caenorhabditis_elegans,Sesame extract,drug,DrugAge,Caenorhabditis elegans,13.29,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sesame_extract:drosophila_melanogaster,Sesame extract,drug,DrugAge,Drosophila melanogaster,12.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sesamin:caenorhabditis_elegans,Sesamin,drug,DrugAge,Caenorhabditis elegans,10.9,,https://genomics.senescence.info/drugs/,6
DRUGAGE:sesamol:caenorhabditis_elegans,Sesamol,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sesamolin:caenorhabditis_elegans,Sesamolin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sevelamer:drosophila_melanogaster,Sevelamer,drug,DrugAge,Drosophila melanogaster,16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:shatavarin_iv:caenorhabditis_elegans,Shatavarin IV,drug,DrugAge,Caenorhabditis elegans,17.26,,https://genomics.senescence.info/drugs/,1
DRUGAGE:shengmai_yin:caenorhabditis_elegans,Shengmai Yin,drug,DrugAge,Caenorhabditis elegans,47.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:shi_quan_da_bu_wan:caenorhabditis_elegans,Shi Quan Da Bu Wan,drug,DrugAge,Caenorhabditis elegans,14.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:silybin_a_b:caenorhabditis_elegans,Silybin A/B,drug,DrugAge,Caenorhabditis elegans,9.04,,https://genomics.senescence.info/drugs/,1
DRUGAGE:silychristin_a_b:caenorhabditis_elegans,Silychristin A/B,drug,DrugAge,Caenorhabditis elegans,7.06,,https://genomics.senescence.info/drugs/,1
DRUGAGE:silydianin:caenorhabditis_elegans,Silydianin,drug,DrugAge,Caenorhabditis elegans,5.88,,https://genomics.senescence.info/drugs/,1
DRUGAGE:silymarin:caenorhabditis_elegans,Silymarin,drug,DrugAge,Caenorhabditis elegans,9.095,,https://genomics.senescence.info/drugs/,2
DRUGAGE:simvastatin:caenorhabditis_elegans,Simvastatin,drug,DrugAge,Caenorhabditis elegans,13.05,,https://genomics.senescence.info/drugs/,3
DRUGAGE:simvastatin:drosophila_melanogaster,Simvastatin,drug,DrugAge,Drosophila melanogaster,25.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:simvastatin:mus_musculus,Simvastatin,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:skq1:ceriodaphnia_affinis,SkQ1,drug,DrugAge,Ceriodaphnia affinis,100.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:skq1:drosophila_melanogaster,SkQ1,drug,DrugAge,Drosophila melanogaster,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:skq1:podospora_anserina,SkQ1,drug,DrugAge,Podospora anserina,50.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodim_cyclamate:rattus_norvegicus,Sodim cyclamate,drug,DrugAge,Rattus norvegicus,9.77,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_chloride:caenorhabditis_elegans,Sodium Chloride,drug,DrugAge,Caenorhabditis elegans,40.53,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sodium_nitroprusside:caenorhabditis_elegans,Sodium Nitroprusside,drug,DrugAge,Caenorhabditis elegans,-10.95,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sodium_nitroprusside:drosophila_melanogaster,Sodium Nitroprusside,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_yeast_nucleate:drosophila_melanogaster,Sodium Yeast Nucleate,drug,DrugAge,Drosophila melanogaster,20.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_azide:adineta_vaga,Sodium azide,drug,DrugAge,Adineta vaga,-67.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_azide:philodina_acuticornis,Sodium azide,drug,DrugAge,Philodina acuticornis,-18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_borate:drosophila_melanogaster,Sodium borate,drug,DrugAge,Drosophila melanogaster,-21.2,,https://genomics.senescence.info/drugs/,14
DRUGAGE:sodium_borate:mus_musculus,Sodium borate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sodium_butyrate:drosophila_melanogaster,Sodium butyrate,drug,DrugAge,Drosophila melanogaster,8.3,,https://genomics.senescence.info/drugs/,10
DRUGAGE:sodium_citrate:asplanchna_brightwelli,Sodium citrate,drug,DrugAge,Asplanchna brightwelli,-27.09,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_citrate:philodina_acuticornis,Sodium citrate,drug,DrugAge,Philodina acuticornis,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sodium_fluoride:drosophila_melanogaster,Sodium fluoride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sodium_hypophosphite:zaprionus_paravittiger,Sodium hypophosphite,drug,DrugAge,Zaprionus paravittiger,1.0,,https://genomics.senescence.info/drugs/,20
DRUGAGE:sodium_metaborate:mus_musculus,Sodium metaborate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sodium_pyruvate:caenorhabditis_elegans,Sodium pyruvate,drug,DrugAge,Caenorhabditis elegans,13.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sodium_salicylate:drosophila_melanogaster,Sodium salicylate,drug,DrugAge,Drosophila melanogaster,6.53,,https://genomics.senescence.info/drugs/,4
DRUGAGE:sodium_thiosulfate:mus_musculus,Sodium thiosulfate,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sodium_tungstate:mus_musculus,Sodium tungstate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sodium_tungstate:rattus_norvegicus,Sodium tungstate,drug,DrugAge,Rattus norvegicus,-13.37,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sorbitol:caenorhabditis_elegans,Sorbitol,drug,DrugAge,Caenorhabditis elegans,27.12,,https://genomics.senescence.info/drugs/,7
DRUGAGE:sorbitol:saccharomyces_cerevisiae,Sorbitol,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:soybean_trypsin_inhibitor:caenorhabditis_elegans,Soybean trypsin inhibitor,drug,DrugAge,Caenorhabditis elegans,9.55,,https://genomics.senescence.info/drugs/,2
DRUGAGE:specioside:caenorhabditis_elegans,Specioside,drug,DrugAge,Caenorhabditis elegans,11.8,,https://genomics.senescence.info/drugs/,3
DRUGAGE:spermidine:adineta_vaga,Spermidine,drug,DrugAge,Adineta vaga,79.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:spermidine:caenorhabditis_elegans,Spermidine,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:spermidine:drosophila_melanogaster,Spermidine,drug,DrugAge,Drosophila melanogaster,30.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:spermidine:mus_musculus,Spermidine,drug,DrugAge,Mus musculus,12.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:spermidine:philodina_acuticornis,Spermidine,drug,DrugAge,Philodina acuticornis,81.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:spermidine:saccharomyces_cerevisiae,Spermidine,drug,DrugAge,Saccharomyces cerevisiae,233.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:spermine:mus_musculus,Spermine,drug,DrugAge,Mus musculus,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:stachys_lavandulifolia_extract:drosophila_melanogaster,Stachys lavandulifolia extract,drug,DrugAge,Drosophila melanogaster,29.05,,https://genomics.senescence.info/drugs/,10
DRUGAGE:staurosporine:drosophila_melanogaster,Staurosporine,drug,DrugAge,Drosophila melanogaster,34.8,,https://genomics.senescence.info/drugs/,1
DRUGAGE:succinate:caenorhabditis_elegans,Succinate,drug,DrugAge,Caenorhabditis elegans,10.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sucrose:caenorhabditis_elegans,Sucrose,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sulfacetamide:caenorhabditis_elegans,Sulfacetamide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:sulfacetamide:drosophila_melanogaster,Sulfacetamide,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sulfamerazine:rattus_norvegicus,Sulfamerazine,drug,DrugAge,Rattus norvegicus,25.025,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sulfamethoxazole:caenorhabditis_elegans,Sulfamethoxazole,drug,DrugAge,Caenorhabditis elegans,28.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sulforaphane:caenorhabditis_elegans,Sulforaphane,drug,DrugAge,Caenorhabditis elegans,15.46,,https://genomics.senescence.info/drugs/,3
DRUGAGE:sulindac:mus_musculus,Sulindac,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sulindac_sulfide:caenorhabditis_elegans,Sulindac Sulfide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:sulindac_sulfide:drosophila_melanogaster,Sulindac Sulfide,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:supercinnamaldehyde:caenorhabditis_elegans,Supercinnamaldehyde,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:syringaresinol:mus_musculus,Syringaresinol,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tm5441__pai_1_inhibitor:mus_musculus,TM5441 (PAI-1 inhibitor),drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tpen:caenorhabditis_elegans,TPEN,drug,DrugAge,Caenorhabditis elegans,43.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:tamarixetin:caenorhabditis_elegans,Tamarixetin,drug,DrugAge,Caenorhabditis elegans,11.46,,https://genomics.senescence.info/drugs/,2
DRUGAGE:tanespimycin:caenorhabditis_elegans,Tanespimycin,drug,DrugAge,Caenorhabditis elegans,23.52,,https://genomics.senescence.info/drugs/,3
DRUGAGE:tannic_acid:caenorhabditis_elegans,Tannic acid,drug,DrugAge,Caenorhabditis elegans,13.13,,https://genomics.senescence.info/drugs/,14
